2025-12-08 18:00:03	2.3787
2025-12-08 19:00:05	2.3788
2025-12-08 20:00:05	2.3788
2025-12-08 21:00:03	2.3788
2025-12-08 22:00:02	2.3788
2025-12-08 23:00:03	2.3750
2025-12-09 00:00:02	2.3692
2025-12-09 01:00:03	2.3714
2025-12-09 02:00:03	2.3753
2025-12-09 03:00:03	2.3745
2025-12-09 04:00:03	2.3747
2025-12-09 05:00:02	2.3751
2025-12-09 06:00:03	2.3749
2025-12-09 07:00:02	2.3747
2025-12-09 08:00:04	2.3758
2025-12-09 09:00:03	2.3801
2025-12-09 10:00:04	2.3784
2025-12-09 11:00:06	2.3805
2025-12-09 12:00:04	2.3822
2025-12-09 13:00:06	2.3825
2025-12-09 14:00:03	2.3836
2025-12-09 15:00:05	2.3815
2025-12-09 16:00:03	2.3818
2025-12-09 17:00:04	2.3803
2025-12-09 18:00:05	2.3836
2025-12-09 19:00:03	2.3812
2025-12-09 20:00:02	2.3812
2025-12-09 21:00:04	2.3812
2025-12-09 22:00:04	2.3810
2025-12-09 23:00:03	2.3800
2025-12-10 00:00:02	2.3807
2025-12-10 01:00:05	2.3807
