2025-12-08 18:00:03	4.7907
2025-12-08 19:00:05	4.7900
2025-12-08 20:00:05	4.7900
2025-12-08 21:00:03	4.7900
2025-12-08 22:00:02	4.7900
2025-12-08 23:00:03	4.7864
2025-12-09 00:00:02	4.7791
2025-12-09 01:00:03	4.7794
2025-12-09 02:00:03	4.7853
2025-12-09 03:00:03	4.7859
2025-12-09 04:00:03	4.7860
2025-12-09 05:00:02	4.7862
2025-12-09 06:00:03	4.7855
2025-12-09 07:00:02	4.7849
2025-12-09 08:00:04	4.7881
2025-12-09 09:00:03	4.7969
2025-12-09 10:00:04	4.7969
2025-12-09 11:00:06	4.7969
2025-12-09 12:00:04	4.7945
2025-12-09 13:00:06	4.7934
2025-12-09 14:00:03	4.7957
2025-12-09 15:00:05	4.7958
2025-12-09 16:00:03	4.7942
2025-12-09 17:00:04	4.7943
2025-12-09 18:00:05	4.7950
2025-12-09 19:00:03	4.7880
2025-12-09 20:00:02	4.7880
2025-12-09 21:00:04	4.7880
2025-12-09 22:00:04	4.7874
2025-12-09 23:00:03	4.7870
2025-12-10 00:00:02	4.7823
2025-12-10 01:00:05	4.7823
